# PARTICIPANT INFO
id,age,gender,handedness,startTime,endTime,finalCoins_exp1
999,19,male,right,8521,198515.00000000003,16

# EXPERIMENT 1 TRIALS
trial_index,stimulus,imagePath,start_time,choice,rt,outcome,coins_before,coins_after
1,zaff1,./stimuli/exp1/hh4.png,15868,approach,1226,1,4,5
2,nonzaff4,./stimuli/exp1/ss4.png,19040,avoid,1295,0,5,5
3,zaff2,./stimuli/exp1/sh4.png,21943,approach,1299,1,5,6
4,zaff3,./stimuli/exp1/hs1.png,24747,approach,1986,1,6,7
5,nonzaff4,./stimuli/exp1/ss2.png,28184,avoid,3036.0000000000036,0,7,7
6,zaff1,./stimuli/exp1/hh2.png,32878,approach,2436,1,7,8
7,zaff3,./stimuli/exp1/hs3.png,36778,approach,6184,1,8,9
8,zaff2,./stimuli/exp1/sh3.png,44268,approach,1794,1,9,10
9,zaff2,./stimuli/exp1/sh1.png,47666.00000000001,approach,1595.9999999999927,1,10,11
10,zaff3,./stimuli/exp1/hs2.png,50354,approach,1714,1,11,12
11,nonzaff4,./stimuli/exp1/ss1.png,53429,avoid,2438.0000000000073,0,12,12
12,zaff1,./stimuli/exp1/hh1.png,57280,approach,1271,1,12,13
13,zaff3,./stimuli/exp1/hs4.png,59895,approach,5121.999999999993,1,13,14
14,zaff2,./stimuli/exp1/sh2.png,66320.00000000001,approach,3730.9999999999854,1,14,15
15,zaff1,./stimuli/exp1/hh3.png,71496,approach,1163,1,15,16
16,nonzaff4,./stimuli/exp1/ss3.png,73714,avoid,3578,0,16,16

# EXPERIMENT 2 RANKING
rank,itemId,text
1,item-3,在目标正体验一种强烈情绪（如热恋）时，瞬间将其完全清除，使其内心归于绝对的平静。
2,item-5,在一个完全中性、无任何刺激的情境下，让目标体验到一种强烈的、无缘由的复杂情绪（如乡愁）。
3,item-6,让目标针对同一件事，在同一瞬间体验到两种同样强烈或都较弱的同效价维度情绪（例如，对毕业既感到悲伤又感到愤怒）
4,item-2,在一个强烈的情境下，将个体应有的情绪转为相近而不同的其他情绪，例如由惊恐转为厌恶
5,item-7,在1小时内定格对象的情绪，无论之后情境怎么变，对象的情绪都不会变
6,item-9,强行将目标一种正在体验的情绪转入潜意识，使其意识层面感觉不到，但情绪本身仍对行为产生潜在影响。
7,item-10,让目标的情绪产生的时间间断性延后，比如原本考试满分立刻感到狂喜，现在得知此消息后十分钟后才狂喜（情境完全一致）
8,item-1,让目标情绪产生的速度变慢，比如原本考试满分立刻感到狂喜，现在得知此消息后在十分钟内慢慢由微弱的开心到大笑再到狂喜（情境完全一样）
9,item-4,将目标已有的某种情绪，在性质不变的情况下，等比例增强其强度（例如，将微小的烦躁增强为愤怒）。
10,item-8,在目标现有情绪的基调上，增添一抹细微的“色彩”（例如，在“开心”的情绪上，增添一丝“得意”的感觉）。

# EVENT LOG
event,timestamp,page,details
426,711,16634
420,712,16645
420,712,16655
411,714,16666
403,716,16677
403,716,16687
396,717,16698
388,720,16708.000000000004
388,720,16719
382,721,16729
370,722,16739
370,722,16750
363,723,16761
363,723,16772.000000000004
355,723,16783
349,723,16793
349,723,16804.000000000004
340,723,16815
332,723,16825
332,723,16835
323,723,16846
312,724,16856
312,724,16868.000000000004
305,725,16878
305,725,16888
299,726,16899
299,726,16909
295,726,16920
294,726,16930
294,726,16940
294,726,16952
294,726,16962
294,726,16972
294,726,16983
294,726,16994
294,726,17005
294,726,17016
294,726,17026
294,726,17038
294,726,17048
294,726,17058
294,726,17069
294,726,17080.000000000004
294,726,17093
294,726,17103
294,726,17114
294,726,17125
294,726,17136
294,726,17147.000000000004
294,726,17158
294,726,17169
294,726,17180
294,726,17191
294,726,17202
294,726,17212
294,726,17223
294,726,17234
294,726,17245
294,726,17256
294,726,17267
294,726,17278
294,726,17288
294,726,17300
294,726,17310
294,726,17322
294,726,17332
295,726,17342
297,726,17352
305,725,17363
326,723,17373
326,723,17384
370,716,17394.000000000004
370,716,17405
407,709,17416
485,692,17427
485,692,17438
531,681,17449
589,668,17460
589,668,17471
639,657,17481
667,651,17492
667,651,17502
692,645,17513
709,643,17523
709,643,17533
709,643,17544
709,643,17555
709,643,17566
709,643,17576
709,643,17587
709,643,17597
709,643,17608
709,643,17619
709,643,17629
709,643,17640
709,643,17651
709,643,17662
709,643,17673
709,643,17684
709,643,17695
709,643,17706
709,643,17717
709,643,17728
718,643,17739
726,643,17749
740,643,17760
740,643,17770
775,643,17781
814,643,17792
814,643,17802
856,643,17812
903,640,17822
903,640,17833.000000000004
957,637,17844
957,637,17854
1008,637,17865.000000000004
1055,637,17875
1055,637,17886
1101,646,17896
1137,658,17906
1137,658,17917
1171,672,17927
1171,672,17938
1191,681,17948
1200,686,17958.000000000004
1200,686,17969
1207,690,17980
1212,694,17990.000000000004
1212,694,18001
1215,695,18012
1216,696,18022.000000000004
1216,696,18032
1217,697,18043
1217,697,18054.000000000004
1218,697,18065
1219,698,18075
1219,698,18086.000000000004
1220,698,18096
1221,699,18107
1221,699,18118.000000000004
1221,699,18128
1221,699,18138
1222,700,18148
1222,700,18159
1222,700,18170
1222,701,18181
1222,701,18192
1222,701,18202
1220,702,18213
1218,703,18224
1218,703,18235
1216,703,18246
1214,704,18256
1214,704,18267
1213,704,18278
1211,704,18289
1211,704,18300
1210,705,18310
1210,705,18321
1210,705,18331
1209,706,18342
1208,706,18352
1208,706,18364
1208,707,18374
1208,707,18385
1206,709,18396
1205,710,18406
1205,710,18417
1203,711,18428
1201,711,18439
1201,711,18450
1195,712,18460
1181,713,18471
1181,713,18481
1156,713,18492
1107,702,18502
1107,702,18513
1053,682,18524
1053,682,18534
997,651,18545
943,614,18556
943,614,18567
909,586,18577
870,550,18588
870,550,18598
835,514,18609
812,486,18619
812,486,18630
798,467,18641
798,467,18652
789,453,18663
786,446,18673
786,446,18684
781,435,18695
777,426,18706
777,426,18717
776,421,18727
775,419,18737.000000000004
775,419,18748
774,418,18759
774,418,18769.000000000004
774,418,18780
772,417,18791
771,417,18801.000000000004
771,417,18812
771,417,18823
771,417,18833.000000000004
770,416,18844
769,416,18854
769,416,18865.000000000004
769,415,18876
769,415,18886
769,415,18897.000000000004
769,415,18907
769,415,18918
769,415,18929.000000000004
769,415,18939
769,415,18950
769,415,18960
769,415,18971
769,415,18981
769,415,18992
769,415,19003
769,415,19014
769,415,19025.000000000004
769,415,19036
769,415,19046
769,415,19057.000000000004
769,415,19113
769,415,19123
769,415,19134
769,415,19145
769,415,19156
769,415,19167
769,415,19177
769,415,19188
769,415,19198
769,415,19209
769,415,19220
769,415,19231
769,415,19242
769,415,19253
769,415,19264
769,415,19275.000000000004
769,415,19285
769,415,19295
769,415,19306
769,415,19317
769,415,19328
769,415,19338
769,415,19349
769,415,19360
769,415,19371
769,415,19381
769,415,19392
769,415,19402
769,415,19414
769,415,19425
769,415,19436
769,415,19447
769,415,19458.000000000004
769,415,19469
769,415,19480
769,415,19490.000000000004
769,415,19501
769,415,19512
769,415,19523
769,415,19534
769,415,19544
769,415,19555
769,415,19566
769,415,19577
769,415,19587
769,415,19598
769,415,19609
769,415,19620
769,415,19631
772,416,19644.000000000004
777,419,19654
781,422,19664
781,422,19675
800,432,19686
834,450,19696
834,450,19708.000000000004
892,479,19718
946,507,19728
946,507,19739
1006,541,19749
1006,541,19759
1066,579,19770
1133,623,19780
1133,623,19790
1155,638,19801.000000000004
1205,675,19813
1205,675,19823
1222,687,19833.000000000004
1240,701,19844
1240,701,19855
1249,706,19865.000000000004
1249,706,19876
1257,712,19887
1262,715,19897.000000000004
1262,715,19908
1264,718,19918
1265,719,19929.000000000004
1265,719,19939
1266,721,19950
1266,721,19960
1266,721,19971
1266,722,19981
1266,722,19992
1266,722,20003
1266,722,20014
1266,722,20025.000000000004
1266,722,20035
1266,723,20046
1266,723,20056
1266,723,20067
1266,723,20077
1266,723,20088
1266,723,20099
1266,723,20109
1266,723,20120
1266,723,20131
1266,723,20142
1266,723,20152
1266,723,20163
1266,723,20173
1266,723,20184
1266,723,20194
1266,723,20205.000000000004
1266,723,20216
1266,723,20227
1266,723,20238
1266,723,20249
1266,723,20260
1266,723,20271
1266,723,20282
1266,723,20293
1266,723,20304.000000000004
1266,723,20315
1266,723,20326
1266,723,20338
1266,723,20347
1266,723,20358
1266,723,20369
1266,723,20379
1266,723,20390
1266,723,20401
1266,723,20411
1266,723,20422
1266,723,20433
1266,723,20444
1266,723,20455.000000000004
1266,723,20466
1266,723,20477
1266,723,20488
1266,723,20498
1266,723,20509
1266,723,20520
1266,723,20530
1266,723,20540
1266,723,20551.000000000004
1266,723,20562
1263,723,20572
1263,723,20583.000000000004
1250,719,20594
1241,716,20604
1241,716,20615.000000000004
1209,704,20625
1183,694,20636
1183,694,20647.000000000004
1157,683,20657
1157,683,20668
1131,673,20679.000000000004
1101,661,20689
1101,661,20700
1069,647,20710
1035,633,20721
1035,633,20731
997,617,20742
939,592,20752
939,592,20763
903,576,20773
903,576,20784
870,560,20795
850,549,20805
850,549,20816
832,538,20827
821,531,20837
821,531,20848
812,524,20859
807,520,20869
807,520,20880
806,519,20890
806,519,20901
806,519,20912
806,519,20923
806,519,20934
806,519,20944
806,519,20955.000000000004
806,519,20966
806,519,20977
806,519,20988
806,519,20999
806,519,21010
806,519,21021
806,519,21031
806,519,21042
806,519,21053
806,519,21064
806,519,21075
806,519,21086.000000000004
806,519,21098
806,519,21109
806,519,21120
806,519,21131
806,519,21141
805,519,21152
804,518,21162
801,516,21172
799,514,21183
795,509,21193
795,509,21204
788,500,21214.000000000004
788,500,21226
775,481,21237.000000000004
765,460,21247
765,460,21258
758,445,21269.000000000004
751,425,21279
751,425,21290
746,415,21300
742,405,21310
742,405,21321
740,399,21332
740,399,21342
738,397,21353
738,397,21364
738,396,21375
738,396,21385
738,396,21396
738,396,21406
738,396,21417
738,396,21428
738,396,21439
738,396,21450
738,396,21461.000000000004
738,396,21472
738,396,21483
738,396,21494
738,396,21504
738,397,21515
738,397,21525.000000000004
738,398,21535
738,399,21546
738,399,21556
738,401,21567
738,404,21577
738,404,21588
739,408,21599
739,408,21609
740,412,21620
742,417,21630
742,417,21641
743,421,21651
745,426,21661
745,426,21672
747,429,21683
748,431,21693
748,431,21704
749,432,21715
749,432,21726
749,433,21737.000000000004
749,433,21747
749,433,21758
749,433,21769.000000000004
750,433,21779
750,433,21790
750,433,21801.000000000004
750,433,21811
750,433,21822
750,433,21833.000000000004
750,433,21843
750,433,21853
750,433,21864
750,433,21875
750,433,21885
750,433,21896
750,433,21906
750,433,21917
750,433,21927
750,433,21941
750,433,21951
750,433,21991
750,433,22001
750,433,22012
750,433,22023
750,433,22034
750,433,22046
750,433,22056
750,433,22067
750,433,22078
750,433,22089.000000000004
750,433,22099
750,433,22109
750,433,22120
750,433,22131
750,433,22142
750,433,22153
750,433,22164
750,433,22175
750,433,22186
750,433,22197
750,433,22208.000000000004
750,433,22219
750,433,22230
750,433,22241
750,433,22252
750,433,22263
750,433,22274
750,433,22284
750,433,22295
750,433,22306
750,433,22317
750,433,22328
750,433,22339.000000000004
750,433,22350
750,433,22362.000000000004
750,433,22372
750,433,22383
749,433,22393
747,435,22403
744,437,22414
741,439,22424
728,448,22437
728,448,22447
717,456,22458.000000000004
700,467,22470
700,467,22480
685,478,22491
671,487,22503
671,487,22514
651,499,22525.000000000004
651,499,22535
622,516,22546
610,523,22556
610,523,22567
572,547,22577
543,566,22588
543,566,22599
515,586,22610
495,598,22622
495,598,22632
475,611,22643
459,621,22654
459,621,22665
448,627,22675
438,632,22688
438,632,22698
427,638,22708.000000000004
411,648,22721
411,648,22731
400,655,22742
391,660,22754
391,660,22765
382,664,22775.000000000004
373,668,22787
373,668,22798
364,674,22808
355,679,22819
355,679,22829
346,685,22840
346,685,22851
338,690,22862.000000000004
331,695,22872
331,695,22882
322,701,22893
314,706,22904
314,706,22915
304,713,22925
299,715,22936
299,715,22947
297,717,22957
297,717,22967
290,721,22978
287,723,22989
287,723,23000
283,726,23010
281,727,23021
281,727,23031
279,728,23042
278,729,23052
278,729,23063
278,729,23073
278,729,23084
278,729,23095
278,729,23106
278,729,23117
278,729,23127
278,729,23138
278,729,23148
278,729,23159
278,729,23169
278,729,23180
278,729,23191
278,729,23201
278,729,23212
278,729,23223
278,729,23240.000000000004
278,729,23251
278,729,23262
278,729,23273
278,729,23283
278,729,23294
278,729,23305
278,729,23316
278,729,23327
278,729,23338
278,729,23348
278,729,23359
278,729,23370
278,729,23381
278,729,23392
278,729,23402
278,729,23413
278,729,23424
279,729,23434
281,728,23444
287,725,23455.000000000004
287,725,23465
306,714,23476
334,698,23486
334,698,23497
390,664,23508
450,629,23518
450,629,23529
483,612,23540
483,612,23551.000000000004
527,589,23562
569,570,23572
569,570,23583.000000000004
605,554,23594
629,544,23604
629,544,23615.000000000004
653,534,23625
672,526,23636
672,526,23647.000000000004
681,523,23658
681,523,23668
693,520,23679.000000000004
695,519,23689
695,519,23700
695,519,23710
695,519,23720
695,519,23731
695,519,23742
695,519,23752
695,519,23763
695,519,23774
695,519,23785
695,519,23796
695,519,23806
695,519,23817
695,519,23828
695,519,23838
695,519,23849
695,519,23860
695,519,23871.000000000004
695,519,23882
695,519,23894.000000000004
700,513,23904
708,505,23915
717,496,23925
741,470,23936
741,470,23946
760,450,23956
760,450,23967
779,429,23977
786,422,23987.000000000004
786,422,23998
791,415,24009
793,412,24019.000000000004
793,412,24030
794,411,24041
794,411,24051.000000000004
794,411,24062
794,411,24073
794,411,24083.000000000004
794,411,24094
794,411,24105
794,411,24116
794,411,24127
794,411,24138
794,411,24150.000000000004
794,411,24161
794,411,24171
794,411,24181
794,411,24192
794,411,24202
794,411,24213
793,412,24223
793,412,24234
793,412,24245
792,413,24255
792,413,24265
791,413,24276
790,414,24286
790,414,24297
788,416,24307.000000000004
788,417,24318
788,417,24329
786,418,24339.000000000004
786,418,24350
785,418,24360
784,419,24371.000000000004
784,419,24381
783,420,24392
781,421,24402
781,421,24413
780,422,24423
780,422,24435.000000000004
778,423,24446
778,424,24456
778,424,24467
777,424,24477
776,425,24487.000000000004
776,425,24498
776,426,24509
775,426,24519.000000000004
775,426,24530
775,426,24540
775,426,24551.000000000004
775,426,24562
775,426,24572
775,426,24583.000000000004
775,426,24594
775,426,24605
775,426,24616
775,426,24627
775,426,24637
775,426,24648
775,426,24659
775,426,24670
775,426,24680
775,426,24691
775,426,24702
775,426,24712
775,426,24723
775,426,24733
775,426,24745
775,426,24755
775,426,24766
775,426,24812
775,426,24823
775,426,24834
775,426,24845
775,426,24856
775,426,24867
775,426,24877
775,426,24888
775,426,24899
775,426,24910
775,426,24921
775,426,24932.000000000004
775,426,24943
775,426,24954
775,426,24965
775,426,24975
775,426,24987.000000000004
775,426,24998
775,426,25009
775,426,25019.000000000004
775,426,25030
775,426,25040
775,426,25052
775,426,25063
775,426,25073
775,426,25084
775,426,25095
775,426,25106
775,426,25117
775,426,25127
775,426,25138
775,426,25149
775,426,25160
775,426,25171
775,426,25182.000000000004
775,426,25193
775,426,25204
775,426,25215
775,426,25226
775,426,25236
775,426,25247
775,426,25258
775,426,25268
775,426,25279
772,427,25289
767,431,25300
737,452,25313
737,452,25323
693,483,25333.000000000004
627,532,25347
627,532,25358
553,587,25369
509,620,25381
509,620,25391
480,642,25402
453,661,25412
453,661,25423
444,667,25433
436,673,25445
436,673,25456
431,676,25467.000000000004
430,677,25477
430,677,25488
428,678,25498
428,678,25508
426,679,25519.000000000004
424,680,25529
424,680,25540
421,681,25550
419,682,25561
419,682,25572
418,683,25582
418,683,25593
418,683,25604
417,683,25614
417,683,25625
417,683,25635
418,682,25646
418,682,25656
420,681,25667
427,681,25677
427,681,25688
432,681,25698
432,681,25708.000000000004
459,681,25719
476,682,25729
476,682,25740.000000000004
507,686,25751
533,689,25761
533,689,25771
565,692,25781
565,692,25792
599,694,25802
637,696,25813
637,696,25823
670,697,25833.000000000004
701,698,25844
701,698,25854
728,698,25864
728,698,25875
737,698,25885
741,698,25896
741,698,25906
745,699,25917
745,699,25927
745,699,25938
745,700,25948
745,700,25958.000000000004
740,700,25969
727,700,25979
727,700,25990.000000000004
703,700,26001
668,700,26011
668,700,26023
629,700,26033
587,700,26044
587,700,26055
532,700,26065
498,705,26075
498,705,26087
476,710,26097
476,710,26107
451,715,26118.000000000004
432,720,26129
432,720,26140
417,724,26151
402,729,26161
402,729,26172
388,735,26183
376,741,26193
376,741,26204
369,744,26215
369,744,26225
361,747,26235
357,749,26246.000000000004
357,749,26256
353,750,26267
352,750,26277
352,750,26288
351,750,26298
351,750,26308
350,750,26319
350,750,26329
350,750,26340
350,750,26350
349,750,26361
349,750,26372
348,749,26382
348,749,26393
347,748,26404
346,747,26414
346,747,26425
343,745,26435.000000000004
336,742,26446
336,742,26457
329,739,26467.000000000004
323,737,26477
323,737,26488
319,735,26499
319,735,26509
314,733,26520
314,733,26531
311,732,26542
310,732,26552
309,732,26563
309,732,26573
309,732,26584
309,732,26594
309,732,26605
309,732,26616
309,732,26626
309,732,26637
309,732,26648
309,732,26659
309,732,26670
309,732,26680
309,732,26691
309,732,26702
309,732,26712
309,732,26723
309,732,26735
309,732,26744
309,732,26755
309,732,26766
309,732,26777
309,732,26787
309,732,26798
309,732,26809
309,732,26820
309,732,26831
309,732,26842.000000000004
309,732,26852
309,732,26863
309,732,26874.000000000004
309,732,26884
309,732,26895
309,732,26906
310,732,26917
316,730,26927
326,726,26937
339,721,26948
339,721,26959
373,707,26970
418,689,26981
418,689,26992
464,667,27002
509,645,27013
509,645,27023
550,622,27034
606,591,27044
606,591,27055
637,573,27065
637,573,27076
658,560,27087
679,547,27098
679,547,27109
697,536,27120
705,531,27131
705,531,27142
712,525,27153.000000000004
715,523,27163
715,523,27174
715,523,27185.000000000004
715,523,27195
715,523,27206
715,523,27217.000000000004
715,523,27227
715,523,27238
715,523,27248
715,523,27259
715,523,27270
715,523,27281
715,523,27292
715,523,27303
715,523,27314
715,523,27325
715,523,27336.000000000004
715,523,27347
715,523,27358
715,523,27369
715,522,27379
720,516,27389
727,506,27400.000000000004
736,495,27410
736,495,27420
762,460,27431
762,460,27442
777,439,27453
783,429,27464.000000000004
783,429,27475
787,421,27485
789,417,27496.000000000004
789,417,27506
790,415,27516
791,414,27526
791,414,27537
791,413,27548
791,413,27559
791,413,27570
791,413,27580.000000000004
791,413,27591
791,413,27602
791,413,27612.000000000004
791,413,27623
791,413,27633
791,413,27644.000000000004
791,413,27655
791,413,27666
791,413,27677
791,413,27687
791,413,27698
790,413,27708.000000000004
790,413,27719
790,413,27729
790,413,27739
790,413,27750
790,413,27760
789,413,27771
789,413,27781
789,413,27792
788,414,27802
787,414,27812
787,414,27823
786,415,27834
785,416,27844
785,416,27855
783,417,27865.000000000004
783,417,27876
782,417,27886
781,418,27897.000000000004
781,418,27907
780,418,27918
779,419,27928
779,419,27939
778,419,27949
778,420,27960
778,420,27971
778,420,27981
778,420,27992
777,420,28003
777,420,28014
777,420,28025.000000000004
777,420,28035
777,420,28046
777,420,28056
777,420,28067
777,420,28078
777,420,28088
777,420,28099
777,420,28110
777,420,28121.000000000004
777,420,28131
777,420,28142
777,420,28153.000000000004
777,420,28164
777,420,28182.000000000004
777,420,28192
777,420,28203
777,420,28254
777,420,28265
777,420,28276
777,420,28287
777,420,28298
777,420,28309
777,420,28320
777,420,28331
777,420,28342.000000000004
777,420,28352
777,420,28363
777,420,28374.000000000004
777,420,28384
777,420,28396
777,420,28406.000000000004
777,420,28417
777,420,28427
777,420,28438
777,420,28449
777,420,28460
777,420,28471
777,420,28482
777,420,28493.000000000004
777,420,28504
777,420,28514
777,420,28525.000000000004
777,420,28535
777,420,28546
777,420,28556
777,420,28567
777,420,28578
777,420,28589.000000000004
777,420,28601
777,420,28612.000000000004
777,420,28623
777,420,28633
777,420,28644.000000000004
777,420,28654
777,420,28665
777,420,28676.000000000004
777,420,28686
777,420,28697
777,420,28708.000000000004
777,420,28718
777,420,28729
777,420,28740.000000000004
777,420,28751
777,420,28762
777,420,28773
777,420,28784
777,420,28795
777,420,28806
777,420,28817
777,420,28828
777,420,28838
777,420,28848
777,420,28859
777,420,28870
777,420,28881
777,420,28892
777,420,28903.000000000004
777,420,28914
777,420,28925
777,420,28935.000000000004
777,420,28946
777,420,28956
777,420,28967.000000000004
777,420,28978
777,420,28989
777,420,29000
777,420,29010
777,420,29022.000000000004
777,420,29032
777,420,29042
777,420,29052
777,420,29063
777,420,29073
777,420,29084
777,420,29094
777,420,29105
777,420,29115.000000000004
777,420,29126
777,420,29137
777,420,29148
777,420,29159
777,420,29170
777,420,29180
777,420,29191
777,420,29202
777,420,29213
777,420,29223
777,420,29234
777,420,29245
777,420,29256
777,420,29266
777,420,29277
777,420,29288
777,420,29298
777,420,29309
777,420,29320
777,420,29331
777,420,29342.000000000004
777,420,29353
777,420,29364
777,420,29375
777,420,29386
777,420,29397.000000000004
777,420,29408
777,420,29418
777,420,29429.000000000004
777,420,29440
777,420,29451
777,420,29462
777,420,29472
777,420,29483
777,420,29494
777,420,29505
777,420,29516
777,420,29527
777,420,29538
777,420,29549
777,420,29560.000000000004
777,420,29571
777,420,29581
777,420,29592.000000000004
777,420,29603
777,420,29614
777,420,29625
777,420,29636
777,420,29647.000000000004
777,420,29658
777,420,29669
777,420,29680
777,420,29690
777,420,29701
777,420,29712
777,420,29723
777,420,29733
777,420,29744
777,420,29755
777,420,29766
777,420,29777
777,420,29788
777,420,29799
777,420,29810.000000000004
777,420,29821
777,420,29832
777,420,29843
777,420,29854
777,420,29865.000000000004
777,420,29875
777,420,29886
777,420,29897.000000000004
777,420,29908
777,420,29919
777,420,29930
777,420,29940
777,420,29951
777,420,29962
777,420,29972
777,420,29983
777,420,29993.000000000004
777,420,30004
777,420,30015
777,420,30026
777,420,30037
777,420,30048
777,420,30059
777,420,30070
777,420,30081
777,420,30091
777,420,30102
777,420,30113
777,420,30123
777,420,30135
777,420,30146
777,420,30156.000000000004
777,420,30167
777,420,30178
777,420,30188.000000000004
777,420,30199
777,420,30210
777,420,30221
777,420,30233
777,420,30244
777,420,30254
777,420,30265
777,420,30276
777,420,30287
777,420,30298
777,420,30309
777,420,30319
777,420,30330.000000000004
777,420,30340
777,420,30351
777,420,30362.000000000004
777,420,30373
777,420,30384
777,420,30395
777,420,30406.000000000004
777,420,30417
777,420,30427
777,420,30437
781,422,30449
786,424,30460
786,424,30470
792,429,30481
811,443,30491
847,470,30502
847,470,30513
908,516,30524
908,516,30535
1010,595,30546
1042,622,30556
1042,622,30567
1108,674,30578
1151,707,30588
1151,707,30599
1175,725,30610
1199,741,30621.000000000004
1199,741,30631
1209,748,30642
1218,753,30652
1218,753,30663
1222,755,30673
1222,755,30684
1224,756,30695
1225,757,30706
1225,757,30717.000000000004
1225,757,30727
1226,757,30738
1226,757,30748
1227,757,30758
1227,757,30769.000000000004
1227,757,30780
1230,757,30790
1230,757,30801.000000000004
1233,757,30812
1237,756,30823
1237,756,30834
1242,754,30844
1246,752,30854
1246,752,30865.000000000004
1249,750,30875
1250,748,30885
1250,748,30896
1250,744,30907
1250,744,30918
1250,736,30929.000000000004
1248,731,30939
1248,731,30950
1246,727,30961.000000000004
1242,723,30972
1242,723,30983
1239,721,30994
1237,719,31004
1237,719,31015
1236,718,31026
1235,717,31036
1235,717,31047
1235,717,31058
1235,717,31068
